Date,Particulars,Vch Type,Vch No.,Debit Amount,Credit Amount
,Purchase Account,,,14904.00 Dr,
,CGST-Tax,,,1341.50 Dr,
,SGST-Tax,,,1341.50 Dr,
22-04-2025,Prem Industries (Hingoniya),Payment,71,120568,
,HDFC Bank,,,,120568.00 Cr
22-04-2025,Wages Expenses A/C,Payment,72,7450,
,Cash,,,,7450.00 Cr
22-04-2025,Convence Expensece,Payment,73,2500,
,Cash,,,,2500.00 Cr
22-04-2025,Tarachand Ji -Yadav Khejroli,Receipt,62,,44900
,HDFC Bank,,,44900.00 Dr,
22-04-2025,Nakoda Trading Company  Nimbaheda,Receipt,63,,13500
,HDFC Bank,,,13500.00 Dr,
22-04-2025,Shiv Trading Comnay Vatika,Receipt,64,,73170
,HDFC Bank,,,73170.00 Dr,
22-04-2025,Kharwash Trading Company (Muhana ),Receipt,65,,1000000
,HDFC Bank,,,1000000.00 Dr,
22-04-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,66,,24812
,HDFC Bank,,,24812.00 Dr,
22-04-2025,Babulal Ji Yadav - Mahaswas,Receipt,67,,149400
,HDFC Bank,,,149400.00 Dr,
22-04-2025,Dishu Pashu Aahar,Receipt,68,,1500
,Cash,,,1500.00 Dr,
22-04-2025,Haritwal Pashu Ahar Vatika,Receipt,69,,9000
,Cash,,,9000.00 Dr,
22-04-2025,Narendar Kumar Khejroli,Receipt,70,,9500
,Cash,,,9500.00 Dr,
22-04-2025,Vinayak Brothers - Renwal,Sales,2451/25-26,93694,
,Sales Account,,,,93694.00 Cr
22-04-2025,KAMAL TRADING CO Dudu,Sales,2452/25-26,73360,
,Sales Account,,,,73360.00 Cr
,Loading Exp,,,,
22-04-2025,Nakoda Trading Company  Nimbaheda,Sales,2453/25-26,13500,
,Sales Account,,,,13500.00 Cr
22-04-2025,Goyal Solvents Punjab,Purchase,19,,326763
,Purchase Account,,,326763.00 Dr,
23-04-2025,EMAMI AGROTECH LIMITED MOJMAMABAD,Payment,74,478800,
,HDFC Bank,,,,478800.00 Cr
23-04-2025,Aadishakti Rice Mill Mirzapur Up,Payment,75,168011,
,HDFC Bank,,,,168011.00 Cr
23-04-2025,Wages Expenses A/C,Payment,76,7650,
,Cash,,,,7650.00 Cr
23-04-2025,Tour & Travel,Payment,77,1850,
,Cash,,,,1850.00 Cr
23-04-2025,Fright Exp,Payment,78,9000,
,Cash,,,,9000.00 Cr
23-04-2025,Blue Diamond Food Production,Receipt,71,,43000
,HDFC Bank,,,43000.00 Dr,
23-04-2025,Shri Balaji Agro Industries - Muhana,Receipt,72,,30170
,HDFC Bank,,,30170.00 Dr,
23-04-2025,Shri Shyam Enterprises - Kalu Ka Baas,Receipt,73,,7352
,HDFC Bank,,,7352.00 Dr,
23-04-2025,Bansidhar Ji Tatla - Nangal Koju,Receipt,74,,500
,HDFC Bank,,,500.00 Dr,
23-04-2025,Dishu Pashu Aahar,Receipt,75,,5427
,HDFC Bank,,,5427.00 Dr,
23-04-2025,Haritwal Pashu Ahar Vatika,Receipt,76,,9000
,Cash,,,9000.00 Dr,
23-04-2025,Narendar Kumar Khejroli,Receipt,77,,9500
,Cash,,,9500.00 Dr,
23-04-2025,Ishwar and Company Surajpool,Sales,2454/25-26,78400,
,Sales Account,,,,78400.00 Cr
23-04-2025,Dishu Pashu Aahar,Sales,2455/25-26,15927,
,Sales Account,,,,15927.00 Cr
23-04-2025,Choudhary Pashu Aahar  Parbatsar,Sales,2456/25-26,46830,
,Sales Account,,,,46830.00 Cr
23-04-2025,Choudhary Pashu Aahar  Parbatsar,Sales,2457/25-26,44725,
,Sales Account,,,,44725.00 Cr
23-04-2025,Babulal Ji Yadav - Mahaswas,Sales,2458/25-26,82500,
,Sales Account,,,,82500.00 Cr
24-04-2025,Wages Expenses A/C,Payment,79,7600,
,Cash,,,,7600.00 Cr
24-04-2025,Office Expenses,Payment,80,1850,
,Cash,,,,1850.00 Cr
24-04-2025,Fright Exp,Payment,81,4800,
,Cash,,,,4800.00 Cr
24-04-2025,Haritwal Pashu Ahar Vatika,Receipt,78,,9000
,Cash,,,9000.00 Dr,
24-04-2025,Narendar Kumar Khejroli,Receipt,79,,1800
,Cash,,,1800.00 Dr,
24-04-2025,G.K.N - Industries,Sales,2459/25-26,44330,
,Sales Account,,,,44330.00 Cr
24-04-2025,Ankit Trading Company Fulera,Sales,2460/25-26,33138,
,Sales Account,,,,33138.00 Cr
24-04-2025,Shri Chand Pasu Aahar Malpura,Sales,2461/25-26,96080,
,Sales Account,,,,96080.00 Cr
25-04-2025,Goyal Solvents Punjab,Payment,82,326763,
,HDFC Bank,,,,326763.00 Cr
25-04-2025,Wages Expenses A/C,Payment,83,7600,
,Cash,,,,7600.00 Cr
25-04-2025,Machinery Reparing,Payment,84,2150,
,Cash,,,,2150.00 Cr
25-04-2025,Rakesh Kirana Store - Khejroli,Receipt,80,,18081
,HDFC Bank,,,18081.00 Dr,
25-04-2025,Haritwal Pashu Ahar Vatika,Receipt,81,,9000
,Cash,,,9000.00 Dr,
25-04-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,82,,9500
,Cash,,,9500.00 Dr,
25-04-2025,Haritwal Pashu Ahar Vatika,Sales,2462/25-26,72870,
,Sales Account,,,,72870.00 Cr
25-04-2025,Blue Diamond Food Production,Sales,2463/25-26,67150,
,Sales Account,,,,67150.00 Cr
25-04-2025,Kharwash Trading Company (Muhana ),Sales,2464/25-26,57810,
,Sales Account,,,,57810.00 Cr
25-04-2025,Kharwash Trading Company (Muhana ),Sales,2465/25-26,66764,
,Sales Account,,,,66764.00 Cr
25-04-2025,Giriraj Trading Company - Alwar,Sales,2466/25-26,76320,
,Sales Account,,,,76320.00 Cr
25-04-2025,Ganesh Pashuahar Chaksu,Sales,2467/25-26,117618,
,Sales Account,,,,117618.00 Cr
25-04-2025,EMAMI AGROTECH LIMITED MOJMAMABAD,Purchase,20,,478800
,Purchase Account,,,456000.00 Dr,
,CGST-Tax,,,11400.00 Dr,
,SGST-Tax,,,11400.00 Dr,
26-04-2025,Wages Expenses A/C,Payment,85,7450,
,Cash,,,,7450.00 Cr
26-04-2025,Convence Expensece,Payment,86,2200,
,Cash,,,,2200.00 Cr
26-04-2025,Haritwal Pashu Ahar Vatika,Receipt,83,,2870
,Cash,,,2870.00 Dr,
26-04-2025,Shri Namokaar Trading Company,Receipt,84,,5000
,Cash,,,5000.00 Dr,
26-04-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,85,,9500
,Cash,,,9500.00 Dr,
26-04-2025,Haritwal Pashu Ahar Vatika,Receipt,86,,34000
,HDFC Bank,,,34000.00 Dr,
26-04-2025,Krishna Baat Bhandhar- Sirsi Mode,Sales,2468/25-26,17000,
,Sales Account,,,,17000.00 Cr
26-04-2025,Shri Shyam Enterprises - Kalu Ka Baas,Sales,2469/25-26,53865,
,Sales Account,,,,53865.00 Cr
26-04-2025,Keer Industries,Sales,2470/25-26,168525,
,Sales Account,,,,168525.00 Cr
27-04-2025,Moti Ratan Trading Company Bhilwara,Sales,2471/25-26,328200,
,Sales Account,,,,328200.00 Cr
27-04-2025,Sunny Industries Sitapura Jaipur,Purchase,21,,35292
,Purchase Account,,,35292.00 Dr,
28-04-2025,BUSINESS PROMOTION EXPENSES,Payment,87,23849,
,HDFC Bank,,,,23849.00 Cr
28-04-2025,Wages Expenses A/C,Payment,88,7650,
,Cash,,,,7650.00 Cr
28-04-2025,Tour & Travel,Payment,89,2300,
,Cash,,,,2300.00 Cr
28-04-2025,Moti Ratan Trading Company Bhilwara,Receipt,87,,50000
,HDFC Bank,,,50000.00 Dr,
28-04-2025,G.K.N - Industries,Receipt,88,,90892
,HDFC Bank,,,90892.00 Dr,
28-04-2025,Maa Karni Baat Bhander Sodala,Receipt,89,,9000
,Cash,,,9000.00 Dr,
28-04-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,90,,9500
,Cash,,,9500.00 Dr,
28-04-2025,Ankit Trading Company Fulera,Receipt,91,,60437
,HDFC Bank,,,60437.00 Dr,
28-04-2025,Pashupati Trading Company,Receipt,92,,75164
,Punjab National Bank - New,,,75164.00 Dr,
28-04-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2472/25-26,18148,
,Sales Account,,,,18148.00 Cr
28-04-2025,Maa Karni Baat Bhander Sodala,Sales,2473/25-26,24860,
,Sales Account,,,,24860.00 Cr
28-04-2025,Pashupati Trading Company,Sales,2475/25-26,60310,
,Sales Account,,,,60310.00 Cr
28-04-2025,Balaji Trading  Company  - Lalshot,Sales,2474/25-26,72690,
,Sales Account,,,,72690.00 Cr
28-04-2025,Aadinath Traders Pratapgarh,Purchase,22,,997922
,Purchase Account,,,997922.00 Dr,
29-04-2025,Wages Expenses A/C,Payment,90,7550,
,Cash,,,,7550.00 Cr
29-04-2025,Convence Expensece,Payment,91,3020,
,Cash,,,,3020.00 Cr
29-04-2025,Maa Karni Baat Bhander Sodala,Receipt,93,,6020
,Cash,,,6020.00 Dr,
29-04-2025,Maa Karni Baat Bhander Sodala,Receipt,94,,9840
,HDFC Bank,,,9840.00 Dr,
29-04-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,95,,9500
,Cash,,,9500.00 Dr,
29-04-2025,Balaji Trading  Company  - Lalshot,Receipt,96,,72690
,HDFC Bank,,,72690.00 Dr,
29-04-2025,Ishwar and Company Surajpool,Sales,2476/25-26,101920,
,Sales Account,,,,101920.00 Cr
29-04-2025,SHRI RAM INDUSTRIES  (PHULERA),Purchase,23,,191387
,Purchase Account,,,191387.00 Dr,
30-04-2025,Sunny Industries Sitapura Jaipur,Payment,92,35292,
,HDFC Bank,,,,35292.00 Cr
30-04-2025,Tour & Travel,Payment,93,1830,
,Cash,,,,1830.00 Cr
30-04-2025,Wages Expenses A/C,Payment,94,7600,
,Cash,,,,7600.00 Cr
30-04-2025,Car Loan - Hyrider,Payment,95,48357,
,Punjab National Bank - New,,,,48357.00 Cr
30-04-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,97,,9500
,Cash,,,9500.00 Dr,
30-04-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,98,,18148
,HDFC Bank,,,18148.00 Dr,
30-04-2025,Kharwash Trading Company (Muhana ),Sales,2477/25-26,79893,
,Sales Account,,,,79893.00 Cr
30-04-2025,Shri Shyam Treding Company Khejroli,Sales,2478/25-26,95550,
,Sales Account,,,,95550.00 Cr
30-04-2025,Narendar Kumar Khejroli,Sales,2479/25-26,77780,
,Sales Account,,,,77780.00 Cr
30-04-2025,Anjani Trading Company  -(Beawar),Sales,3428/25-26,219465,
,Sales Account,,,,219465.00 Cr
30-04-2025,Vetkind Animal Health India,Purchase,24,,24000
,Purchase Account,,,24000.00 Dr,
01-05-2025,Wages Expenses A/C,Payment,96,1300,
,Cash,,,,1300.00 Cr
01-05-2025,Wages Expenses A/C,Payment,97,1400,
,Cash,,,,1400.00 Cr
01-05-2025,Convence Expensece,Payment,98,2200,
,Cash,,,,2200.00 Cr
01-05-2025,Wages Expenses A/C,Payment,99,4950,
,Cash,,,,4950.00 Cr
01-05-2025,SHRI RAM INDUSTRIES  (PHULERA),Payment,100,191387,
,HDFC Bank,,,,191387.00 Cr
01-05-2025,Aadinath Traders Pratapgarh,Payment,101,994562,
,HDFC Bank,,,,994562.00 Cr
01-05-2025,Dugya Cattle Feed - Muhana,Receipt,99,,77060
,HDFC Bank,,,77060.00 Dr,
01-05-2025,Prakash Enterprises - Phulera,Receipt,100,,79640
,Punjab National Bank - New,,,79640.00 Dr,
01-05-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,101,,9500
,Cash,,,9500.00 Dr,
01-05-2025,Krishna Baat Bhandhar- Sirsi Mode,Receipt,102,,9000
,Cash,,,9000.00 Dr,
01-05-2025,Godha Enterprises (Hingoniya),Receipt,103,,9500
,Cash,,,9500.00 Dr,
01-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2481/25-26,30863,
,Sales Account,,,,30863.00 Cr
01-05-2025,Jai Jagdamba Treding Company Nangal Bhirda,Sales,2482/25-26,65288,
,Sales Account,,,,65288.00 Cr
01-05-2025,Kharwash Trading Company (Muhana ),Sales,2483/25-26,67734,
,Sales Account,,,,67734.00 Cr
01-05-2025,S Kumar & Company - Navalgarh,Sales,2485,274390,
,Sales Account,,,,274390.00 Cr
02-05-2025,Wages Expenses A/C,Payment,102,4800,
,Cash,,,,4800.00 Cr
02-05-2025,Wages Expenses A/C,Payment,103,1400,
,Cash,,,,1400.00 Cr
02-05-2025,Wages Expenses A/C,Payment,104,1300,
,Cash,,,,1300.00 Cr
02-05-2025,Machinery Reparing,Payment,105,1560,
,Cash,,,,1560.00 Cr
02-05-2025,Brokrage,Payment,106,4325,
,Punjab National Bank - New,,,,4325.00 Cr
02-05-2025,Brokrage,Payment,107,2300,
,Punjab National Bank - New,,,,2300.00 Cr
02-05-2025,Cash,Payment,108,,
02-05-2025,Tour & Travel,Payment,109,1000,
,Cash,,,,1000.00 Cr
02-05-2025,Office Expenses,Payment,110,1025,
,Cash,,,,1025.00 Cr
02-05-2025,S Kumar & Company - Navalgarh,Receipt,104,,100000
,HDFC Bank,,,100000.00 Dr,
02-05-2025,Jai Jagdamba Treding Company Nangal Bhirda,Receipt,105,,9450
,Cash,,,9450.00 Dr,
02-05-2025,Choudhary Pashu Aahar  Parbatsar,Receipt,106,,42500
,HDFC Bank,,,42500.00 Dr,
02-05-2025,Krishna Baat Bhandhar- Sirsi Mode,Receipt,107,,8000
,Cash,,,8000.00 Dr,
02-05-2025,G.K.N - Industries,Receipt,108,,86515
,HDFC Bank,,,86515.00 Dr,
02-05-2025,Haritwal Pashu Ahar Vatika,Receipt,109,,9500
,Cash,,,9500.00 Dr,
02-05-2025,Godha Enterprises (Hingoniya),Receipt,110,,9500
,Cash,,,9500.00 Dr,
02-05-2025,Dugya Cattle Feed - Muhana,Sales,2486/25-26,71350,
,Sales Account,,,,71350.00 Cr
02-05-2025,Agerwal Treding Company Mojamabad,Sales,2487/25-26,60000,
,Sales Account,,,,60000.00 Cr
,Loading Exp,,,,
02-05-2025,Damodher Ji Sharma Choop,Sales,2489/2025/26,87480,
,Sales Account,,,,87480.00 Cr
03-05-2025,Wages Expenses A/C,Payment,111,4950,
,Cash,,,,4950.00 Cr
03-05-2025,Wages Expenses A/C,Payment,112,1400,
,Cash,,,,1400.00 Cr
03-05-2025,Wages Expenses A/C,Payment,113,1300,
,Cash,,,,1300.00 Cr
03-05-2025,Machinery Reparing,Payment,114,1750,
,Cash,,,,1750.00 Cr
03-05-2025,Vetkind Animal Health India,Payment,115,48447,
,Vetkind Animal Health India,,,46140.00 Dr,
,Vetkind Animal Health India,,,52800.00 Dr,
,HDFC Bank,,,,147387.00 Cr
03-05-2025,Damodher Ji Sharma Choop,Receipt,111,,81800
,HDFC Bank,,,81800.00 Dr,
03-05-2025,Love General Stor    Tunga,Receipt,112,,30000
,HDFC Bank,,,30000.00 Dr,
03-05-2025,Haritwal Pashu Ahar Vatika,Receipt,113,,9500
,Cash,,,9500.00 Dr,
03-05-2025,Kharwash Trading Company (Muhana ),Sales,2490/25-26,57810,
,Sales Account,,,,57810.00 Cr
03-05-2025,Ankit Trading Company Fulera,Sales,2491/25-26,58413,
,Sales Account,,,,58413.00 Cr
03-05-2025,G.K.N - Industries,Sales,2492/25-26,44330,
,Sales Account,,,,44330.00 Cr
03-05-2025,Maruti Trading Company Kalwar,Sales,2493/25-26,59850,
,Sales Account,,,,59850.00 Cr
,Loading Exp,,,,
03-05-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Sales,2495,249525,
,Sales Account,,,,249525.00 Cr
03-05-2025,SAMRIDI TRADERS,Sales,2496/25-26,60000,
,Sales Account,,,,60000.00 Cr
03-05-2025,DILIP UDYOUG,Purchase,25,,68310
,Purchase Account,,,68310.00 Dr,
03-05-2025,S M Sales Corporation  Jaipur,Purchase,26,,18424
,Purchase Account,,,18424.00 Dr,
03-05-2025,Ram Singh Rajawat,Purchase,27,,25980
,Purchase Account,,,25980.00 Dr,
04-05-2025,SAMRIDI TRADERS,Receipt,114,,59911
,Punjab National Bank - New,,,59911.00 Dr,
04-05-2025,Godha Enterprises (Hingoniya),Receipt,115,,9500
,Cash,,,9500.00 Dr,
05-05-2025,Wages Expenses A/C,Payment,116,1300,
,Cash,,,,1300.00 Cr
05-05-2025,Wages Expenses A/C,Payment,117,4900,
,Cash,,,,4900.00 Cr
05-05-2025,Wages Expenses A/C,Payment,118,1400,
,Cash,,,,1400.00 Cr
05-05-2025,Tour & Travel,Payment,119,2100,
,Cash,,,,2100.00 Cr
05-05-2025,Aadinath Traders Pratapgarh,Payment,120,3360,
,HDFC Bank,,,,3360.00 Cr
05-05-2025,Anjani Trading Company  -(Beawar),Receipt,116,,215767
,HDFC Bank,,,215767.00 Dr,
05-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,117,,30863
,HDFC Bank,,,30863.00 Dr,
05-05-2025,Haritwal Pashu Ahar Vatika,Receipt,118,,9500
,Cash,,,9500.00 Dr,
05-05-2025,Godha Enterprises (Hingoniya),Receipt,119,,9500
,Cash,,,9500.00 Dr,
05-05-2025,Ishwar and Company Surajpool,Sales,2497/25-26,78400,
,Sales Account,,,,78400.00 Cr
05-05-2025,Maa Karni Baat Bhander Sodala,Sales,2498/25-26,22450,
,Sales Account,,,,22450.00 Cr
05-05-2025,Jain & Brothers - Muhana Mandi,Sales,2499/25-26,62820,
,Sales Account,,,,62820.00 Cr
05-05-2025,Abhishek Treding Company  Fathenegar,Sales,2500/25-26,236000,
,Sales Account,,,,236000.00 Cr
06-05-2025,Wages Expenses A/C,Payment,121,4850,
,Cash,,,,4850.00 Cr
06-05-2025,Wages Expenses A/C,Payment,122,1400,
,Cash,,,,1400.00 Cr
06-05-2025,Wages Expenses A/C,Payment,123,1300,
,Cash,,,,1300.00 Cr
06-05-2025,Convence Expensece,Payment,124,2400,
,Cash,,,,2400.00 Cr
06-05-2025,DILIP UDYOUG,Payment,125,68310,
,HDFC Bank,,,,68310.00 Cr
06-05-2025,Maa Karni Baat Bhander Sodala,Receipt,120,,9500
,Cash,,,9500.00 Dr,
06-05-2025,Badri Lal Dwaraka Parsad Nasirabad,Receipt,121,,110875
,HDFC Bank,,,110875.00 Dr,
06-05-2025,Nakoda Trading Company  Nimbaheda,Receipt,122,,27000
,HDFC Bank,,,27000.00 Dr,
06-05-2025,Keer Industries,Receipt,123,,168525
,HDFC Bank,,,168525.00 Dr,
06-05-2025,G.K.N - Industries,Receipt,124,,2400
,Cash,,,2400.00 Dr,
06-05-2025,Haritwal Pashu Ahar Vatika,Receipt,125,,9500
,Cash,,,9500.00 Dr,
06-05-2025,Godha Enterprises (Hingoniya),Receipt,126,,9500
,Cash,,,9500.00 Dr,
06-05-2025,G.K.N - Industries,Sales,2501/25-26,47992,
,Sales Account,,,,47992.00 Cr
06-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2502/25-26,22225,
,Sales Account,,,,22225.00 Cr
06-05-2025,Shyam Baat Bhandar - Kanwarpura,Sales,2503/25-26,61070,
,Sales Account,,,,61070.00 Cr
06-05-2025,G.K.N - Industries,Sales,2504/25-26,44330,
,Sales Account,,,,44330.00 Cr
06-05-2025,Kharwash Trading Company (Muhana ),Sales,2505/25-26,63450,
,Sales Account,,,,63450.00 Cr
07-05-2025,Wages Expenses A/C,Payment,126,4850,
,Cash,,,,4850.00 Cr
07-05-2025,Wages Expenses A/C,Payment,127,1400,
,Cash,,,,1400.00 Cr
07-05-2025,Wages Expenses A/C,Payment,128,1300,
,Cash,,,,1300.00 Cr
07-05-2025,Office Expenses,Payment,129,2450,
,Cash,,,,2450.00 Cr
07-05-2025,Ajay Kumar,Payment,130,12000,
,HDFC Bank,,,,12000.00 Cr
07-05-2025,Piccadily Agro Industries Ltd,Payment,131,385000,
,Punjab National Bank - New,,,,385000.00 Cr
07-05-2025,Nilesh Kumar Khandelwal,Payment,132,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,9500.00 Dr,
,Raju Lal Ji,,,9500.00 Dr,
,Raju Mistri,,,9500.00 Dr,
,Cash,,,,76000.00 Cr
07-05-2025,Mehta Baat Bhandhar - GovindPura,Receipt,127,,56160
,HDFC Bank,,,56160.00 Dr,
07-05-2025,Maa Karni Baat Bhander Sodala,Receipt,128,,9500
,Cash,,,9500.00 Dr,
07-05-2025,Haritwal Pashu Ahar Vatika,Receipt,129,,9500
,Cash,,,9500.00 Dr,
07-05-2025,Godha Enterprises (Hingoniya),Receipt,130,,9500
,Cash,,,9500.00 Dr,
07-05-2025,Tarachand Ji -Yadav Khejroli,Receipt,131,,4500
,Cash,,,4500.00 Dr,
07-05-2025,(cancelled),Journal,1,,
07-05-2025,Kharwash Trading Company (Muhana ),Sales,2506/25-26,66764,
,Sales Account,,,,66764.00 Cr
07-05-2025,SHRI BALAJI ENTERPRISES-TIGARIYA,Sales,2507/25-26,67470,
,Sales Account,,,,67470.00 Cr
07-05-2025,Anukumar Mukesh Kumar Malpura,Sales,2508/2025-2026,59940,
,Sales Account,,,,59940.00 Cr
07-05-2025,Nakoda Trading Company  Nimbaheda,Sales,2509/25-26,27000,
,Sales Account,,,,27000.00 Cr
08-05-2025,Wages Expenses A/C,Payment,133,4950,
,Cash,,,,4950.00 Cr
08-05-2025,Wages Expenses A/C,Payment,134,1300,
,Cash,,,,1300.00 Cr
08-05-2025,Tour & Travel,Payment,135,2100,
,Cash,,,,2100.00 Cr
08-05-2025,Wages Expenses A/C,Payment,136,1400,
,Cash,,,,1400.00 Cr
08-05-2025,Electricity and Water Expenses,Payment,137,85775,
,HDFC Bank,,,,85775.00 Cr
08-05-2025,BUSINESS PROMOTION EXPENSES,Payment,138,23849,
,HDFC Bank,,,,23849.00 Cr
08-05-2025,Jaipur Packers - Rajasthan,Payment,139,188600,
,Punjab National Bank - New,,,,188600.00 Cr
08-05-2025,Ram Singh Rajawat,Payment,140,25980,
,Punjab National Bank - New,,,,25980.00 Cr
08-05-2025,Shri Hari Shanker Khandelwal,Payment,141,9000,
,Cash,,,,9000.00 Cr
08-05-2025,Nilesh Kumar Khandelwal,Payment,142,9500,
,Vijay Kumar Khandelwal,,,9500.00 Dr,
,Priyanka Devi Khandelwal,,,9500.00 Dr,
,Pradeep Kumar Gupta,,,8000.00 Dr,
,Raju Lal Gupta,,,4500.00 Dr,
,Vishnu Gupta,,,9500.00 Dr,
,Nitesh,,,9500.00 Dr,
,Raju Mistri,,,4000.00 Dr,
,Cash,,,,64000.00 Cr
08-05-2025,Maa Karni Baat Bhander Sodala,Receipt,132,,3450
,Cash,,,3450.00 Dr,
08-05-2025,Moti Ratan Trading Company Bhilwara,Receipt,133,,121500
,HDFC Bank,,,121500.00 Dr,
08-05-2025,Haritwal Pashu Ahar Vatika,Receipt,134,,9500
,Cash,,,9500.00 Dr,
08-05-2025,Godha Enterprises (Hingoniya),Receipt,135,,9500
,Cash,,,9500.00 Dr,
08-05-2025,Ankit Trading Company Fulera,Receipt,136,,33376
,HDFC Bank,,,33376.00 Dr,
08-05-2025,Kedar Kirana Stor Benadamod,Sales,2510/25-26,50250,
,Sales Account,,,,50250.00 Cr
08-05-2025,Kharwash Trading Company (Muhana ),Sales,2511/25-26,57810,
,Sales Account,,,,57810.00 Cr
08-05-2025,Goyal Treders Fhagi,Sales,2512/25-26,62182,
,Sales Account,,,,62182.00 Cr
08-05-2025,Mahavr Mills Kekri,Purchase,28,,68080
,Purchase Account,,,68080.00 Dr,
09-05-2025,Wages Expenses A/C,Payment,143,1400,
,Cash,,,,1400.00 Cr
09-05-2025,Wages Expenses A/C,Payment,144,1300,
,Cash,,,,1300.00 Cr
09-05-2025,Wages Expenses A/C,Payment,145,4950,
,Cash,,,,4950.00 Cr
09-05-2025,Telephone Exp,Payment,146,1070,
,HDFC Bank,,,,1070.00 Cr
09-05-2025,Tour & Travel,Payment,147,1500,
,Cash,,,,1500.00 Cr
09-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Receipt,137,,22225
,HDFC Bank,,,22225.00 Dr,
09-05-2025,KAMAL TRADING CO Dudu,Receipt,138,,60800
,HDFC Bank,,,60800.00 Dr,
09-05-2025,Abhishek Treding Company  Fathenegar,Receipt,139,,236000
,HDFC Bank,,,236000.00 Dr,
09-05-2025,Haritwal Pashu Ahar Vatika,Receipt,140,,9500
,Cash,,,9500.00 Dr,
09-05-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,141,,9500
,Cash,,,9500.00 Dr,
09-05-2025,Godha Enterprises (Hingoniya),Receipt,142,,9500
,Cash,,,9500.00 Dr,
09-05-2025,Patel Enterprises  Rojda,Sales,2513/25-26,61900,
,Sales Account,,,,61900.00 Cr
09-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2514/25-26,26915,
,Sales Account,,,,26915.00 Cr
09-05-2025,G.K.N - Industries,Sales,2515/25-26,74169,
,Sales Account,,,,74169.00 Cr
09-05-2025,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Sales,2516/25-26,53860,
,Sales Account,,,,53860.00 Cr
09-05-2025,Ganesh Pashuahar Chaksu,Sales,2517/25-26,99608,
,Sales Account,,,,99608.00 Cr
09-05-2025,Kaithal Solvent Pvt Ltd - Haryana,Purchase,29,,453655
,Purchase Account,,,453655.00 Dr,
09-05-2025,Jurashik Minral,Purchase,30,,36195
,Purchase Account,,,36195.00 Dr,
10-05-2025,Wages Expenses A/C,Payment,148,1300,
,Cash,,,,1300.00 Cr
10-05-2025,Wages Expenses A/C,Payment,149,1400,
,Cash,,,,1400.00 Cr
10-05-2025,Wages Expenses A/C,Payment,150,4900,
,Cash,,,,4900.00 Cr
10-05-2025,Office Expenses,Payment,151,2250,
,Cash,,,,2250.00 Cr
10-05-2025,Patel Enterprises  Rojda,Receipt,143,,61900
,HDFC Bank,,,61900.00 Dr,
10-05-2025,Kedar Kirana Stor Benadamod,Receipt,144,,46000
,HDFC Bank,,,46000.00 Dr,
10-05-2025,Maa Karni Baat Bhander Sodala,Receipt,145,,4160
,Cash,,,4160.00 Dr,
10-05-2025,Haritwal Pashu Ahar Vatika,Receipt,146,,6370
,Cash,,,6370.00 Dr,
10-05-2025,Arihant  Kumar Rahul Kumar  Medta Seety - S,Receipt,147,,249525
,HDFC Bank,,,249525.00 Dr,
10-05-2025,Shyam Baat Bhandar - Kanwarpura,Receipt,148,,9500
,Cash,,,9500.00 Dr,
10-05-2025,"Kailash Chand Deen Dayal - Kasera, Shreemodhopur",Receipt,149,,53860
,Punjab National Bank - New,,,53860.00 Dr,
10-05-2025,Maa Karni Baat Bhander Sodala,Sales,2518/25-26,4160,
,Sales Account,,,,4160.00 Cr
10-05-2025,Ankit Trading Company Fulera,Sales,2519/25-26,36658,
,Sales Account,,,,36658.00 Cr
10-05-2025,KAMAL TRADING CO Dudu,Sales,2520/25-26,58615,
,Sales Account,,,,58615.00 Cr
11-05-2025,Godha Enterprises (Hingoniya),Receipt,150,,9500
,Cash,,,9500.00 Dr,
11-05-2025,Shri Shyam Treding Company Khejroli,Sales,2522/25-26,96250,
,Sales Account,,,,96250.00 Cr
11-05-2025,Shri Shyam Baat Bhandar (Bad Ke Bala Ji ),Sales,2523/25-26,19250,
,Sales Account,,,,19250.00 Cr
12-05-2025,Wages Expenses A/C,Payment,152,1400,
,Cash,,,,1400.00 Cr
